"orderid","userid","status","orderdate","subtotal","modifydate"
"10001551","68616","2","2017/4/22","359","2017/4/22"
"10001552","251165","2","2017/4/3","203","2017/4/3"
"10001553","14671","2","2017/4/23","403","2017/4/23"
"10001554","253586","2","2017/4/9","82","2017/4/9"
"10001555","62727","0","2017/6/17","146","2017/6/17"
"10001556","12103","2","2017/6/18","499","2017/6/18"
"10001557","219832","2","2017/6/13","85","2017/6/13"
"10001558","138117","1","2017/4/28","186","2017/4/28"
"10001559","135686","2","2017/6/5","218","2017/6/5"
"10001560","136267","2","2017/4/10","182","2017/4/10"
"10001561","117399","1","2017/5/28","222","2017/5/28"
"10001562","154050","1","2017/6/28","289","2017/6/28"
"10001563","38844","2","2017/6/1","406","2017/6/1"
"10001564","175993","0","2017/5/6","424","2017/5/6"
"10001565","116955","2","2017/6/22","253","2017/6/22"
"10001566","39306","1","2017/4/20","447","2017/4/20"
"10001567","226991","2","2017/6/10","157","2017/6/10"
"10001568","260327","0","2017/6/21","285","2017/6/21"
"10001569","238745","2","2017/4/13","95","2017/4/13"
"10001570","119241","2","2017/6/23","121","2017/6/23"
"10001571","189531","2","2017/4/27","245","2017/4/27"
"10001572","65152","2","2017/6/20","255","2017/6/20"
"10001573","167009","0","2017/5/3","230","2017/5/3"
"10001574","243718","2","2017/5/18","113","2017/5/18"
"10001575","273768","0","2017/4/19","342","2017/4/19"
"10001576","95015","2","2017/6/8","89","2017/6/8"
"10001577","260645","2","2017/4/8","355","2017/4/8"
"10001578","74503","1","2017/6/24","301","2017/6/24"
"10001579","233927","2","2017/5/11","68","2017/5/11"
"10001580","166569","2","2017/5/16","349","2017/5/16"
"10001581","113788","2","2017/4/21","384","2017/4/21"
"10001582","72711","1","2017/4/24","121","2017/4/24"
"10001583","270329","2","2017/4/9","94","2017/4/9"
"10001584","59255","2","2017/6/25","50","2017/6/25"
"10001585","222662","0","2017/5/12","318","2017/5/12"
"10001586","191279","2","2017/5/25","158","2017/5/25"
"10001587","173077","2","2017/6/25","91","2017/6/25"
"10001588","150024","1","2017/6/30","312","2017/6/30"
"10001589","232851","1","2017/5/14","234","2017/5/14"
"10001590","139498","1","2017/4/5","60","2017/4/5"
"10001591","193855","2","2017/6/27","84","2017/6/27"
"10001592","127563","1","2017/5/1","240","2017/5/1"
"10001593","28232","0","2017/6/12","156","2017/6/12"
"10001594","82724","2","2017/6/6","139","2017/6/6"
"10001595","115202","2","2017/4/28","310","2017/4/28"
"10001596","10349","2","2017/6/13","140","2017/6/13"
"10001597","51527","1","2017/6/17","332","2017/6/17"
"10001598","235991","1","2017/5/30","258","2017/5/30"
"10001599","276643","2","2017/5/22","50","2017/5/22"
"10001600","234091","0","2017/6/7","149","2017/6/7"
"10001601","100336","2","2017/5/11","267","2017/5/11"
"10001602","162009","0","2017/4/6","354","2017/4/6"
"10001603","52205","2","2017/4/17","314","2017/4/17"
"10001604","28893","1","2017/4/24","226","2017/4/24"
"10001605","9677","0","2017/4/5","68","2017/4/5"
"10001606","243080","0","2017/5/23","82","2017/5/23"
"10001607","41684","0","2017/6/6","83","2017/6/6"
"10001608","109826","2","2017/5/31","176","2017/5/31"
"10001609","86612","0","2017/6/8","111","2017/6/8"
"10001610","56823","0","2017/6/26","119","2017/6/26"
"10001611","69902","2","2017/4/19","143","2017/4/19"
"10001612","136856","2","2017/5/12","115","2017/5/12"
"10001613","110670","2","2017/4/23","91","2017/4/23"
"10001614","40542","0","2017/5/12","196","2017/5/12"
"10001615","88909","0","2017/6/1","228","2017/6/1"
"10001616","11015","1","2017/6/12","101","2017/6/12"
"10001617","74953","2","2017/4/22","187","2017/4/22"
"10001618","273485","2","2017/4/12","117","2017/4/12"
"10001619","171082","2","2017/4/22","295","2017/4/22"
"10001620","248926","2","2017/6/25","301","2017/6/25"
"10001621","165267","2","2017/5/17","196","2017/5/17"
"10001622","247697","2","2017/4/14","117","2017/4/14"
"10001623","188258","1","2017/6/8","361","2017/6/8"
"10001624","69867","1","2017/6/18","282","2017/6/18"
"10001625","175798","2","2017/4/3","115","2017/4/3"
"10001626","152534","2","2017/4/5","200","2017/4/5"
"10001627","249985","2","2017/5/5","143","2017/5/5"
"10001628","185659","0","2017/4/6","120","2017/4/6"
"10001629","273635","2","2017/5/29","218","2017/5/29"
"10001630","37668","0","2017/5/17","117","2017/5/17"
"10001631","94420","1","2017/4/19","445","2017/4/19"
"10001632","8828","2","2017/5/15","246","2017/5/15"
"10001633","79542","1","2017/5/1","130","2017/5/1"
"10001634","194262","2","2017/4/27","126","2017/4/27"
"10001635","100509","1","2017/6/3","246","2017/6/3"
"10001636","132610","2","2017/5/23","67","2017/5/23"
"10001637","111528","0","2017/6/3","219","2017/6/3"
"10001638","167881","1","2017/5/17","129","2017/5/17"
"10001639","239066","1","2017/4/15","165","2017/4/15"
"10001640","102841","2","2017/5/21","132","2017/5/21"
"10001641","52314","2","2017/5/24","80","2017/5/24"
"10001642","200310","2","2017/5/8","67","2017/5/8"
"10001643","23348","2","2017/4/2","401","2017/4/2"
"10001644","248351","2","2017/6/8","168","2017/6/8"
"10001645","129279","2","2017/5/16","280","2017/5/16"
"10001646","211759","1","2017/5/31","182","2017/5/31"
"10001647","171275","2","2017/5/30","67","2017/5/30"
"10001648","244683","1","2017/5/27","354","2017/5/27"
"10001649","4869","2","2017/6/24","267","2017/6/24"
"10001650","233553","2","2017/6/28","421","2017/6/28"
"10001651","21059","2","2017/5/28","164","2017/5/28"
"10001652","200021","1","2017/6/29","319","2017/6/29"
"10001653","230699","0","2017/5/24","161","2017/5/24"
"10001654","105854","2","2017/6/25","289","2017/6/25"
"10001655","270738","1","2017/4/30","76","2017/4/30"
"10001656","211303","0","2017/5/12","165","2017/5/12"
"10001657","168336","2","2017/6/30","114","2017/6/30"
"10001658","102632","0","2017/5/10","207","2017/5/10"
"10001659","81965","1","2017/4/20","503","2017/4/20"
"10001660","237592","1","2017/5/18","168","2017/5/18"
"10001661","213209","2","2017/4/8","173","2017/4/8"
"10001662","3606","2","2017/5/18","186","2017/5/18"
"10001663","248694","1","2017/4/14","277","2017/4/14"
"10001664","60258","2","2017/6/27","192","2017/6/27"
"10001665","223060","2","2017/6/15","209","2017/6/15"
"10001666","181850","0","2017/5/11","276","2017/5/11"
"10001667","172682","2","2017/5/22","196","2017/5/22"
"10001668","83807","2","2017/5/1","87","2017/5/1"
"10001669","190340","2","2017/6/1","264","2017/6/1"
"10001670","185386","2","2017/4/21","120","2017/4/21"
"10001671","195846","2","2017/4/27","296","2017/4/27"
"10001672","43833","1","2017/5/1","341","2017/5/1"
"10001673","251656","2","2017/6/10","58","2017/6/10"
"10001674","69986","0","2017/6/26","130","2017/6/26"
"10001675","123986","2","2017/6/20","140","2017/6/20"
"10001676","254803","2","2017/6/1","284","2017/6/1"
"10001677","264524","2","2017/6/20","380","2017/6/20"
"10001678","3653","2","2017/4/10","68","2017/4/10"
"10001679","235393","0","2017/6/22","336","2017/6/22"
"10001680","28074","2","2017/4/21","111","2017/4/21"
"10001681","3326","0","2017/4/11","365","2017/4/11"
"10001682","204279","0","2017/6/17","234","2017/6/17"
"10001683","189718","2","2017/5/29","360","2017/5/29"
"10001684","22927","2","2017/6/19","255","2017/6/19"
"10001685","98137","2","2017/6/25","250","2017/6/25"
"10001686","236120","2","2017/4/3","74","2017/4/3"
"10001687","240459","2","2017/4/12","335","2017/4/12"
"10001688","27114","0","2017/5/29","188","2017/5/29"
"10001689","176416","2","2017/6/14","319","2017/6/14"
"10001690","105509","2","2017/5/23","119","2017/5/23"
"10001691","239389","2","2017/5/3","174","2017/5/3"
"10001692","194983","2","2017/6/14","143","2017/6/14"
"10001693","220727","2","2017/5/24","101","2017/5/24"
"10001694","98692","1","2017/4/22","112","2017/4/22"
"10001695","247067","2","2017/4/11","185","2017/4/11"
"10001696","41287","0","2017/4/25","177","2017/4/25"
"10001697","264448","1","2017/5/11","320","2017/5/11"
"10001698","171038","1","2017/4/18","217","2017/4/18"
"10001699","222589","1","2017/4/27","140","2017/4/27"
"10001700","272052","2","2017/5/27","256","2017/5/27"
"10001701","165712","0","2017/5/3","75","2017/5/3"
"10001702","144491","1","2017/5/19","85","2017/5/19"
"10001703","193549","2","2017/6/28","149","2017/6/28"
"10001704","77286","0","2017/4/3","185","2017/4/3"
"10001705","216007","2","2017/4/8","226","2017/4/8"
"10001706","239446","1","2017/5/24","268","2017/5/24"
"10001707","60911","2","2017/6/1","380","2017/6/1"
"10001708","153467","2","2017/5/23","91","2017/5/23"
"10001709","74958","2","2017/5/19","302","2017/5/19"
"10001710","25913","1","2017/4/24","142","2017/4/24"
"10001711","255988","2","2017/5/15","125","2017/5/15"
"10001712","250752","1","2017/5/24","116","2017/5/24"
"10001713","68265","2","2017/5/17","56","2017/5/17"
"10001714","247690","2","2017/5/8","235","2017/5/8"
"10001715","56939","0","2017/4/3","80","2017/4/3"
"10001716","108819","0","2017/5/10","255","2017/5/10"
"10001717","120242","0","2017/5/21","105","2017/5/21"
"10001718","214619","0","2017/4/5","398","2017/4/5"
"10001719","225503","1","2017/6/18","150","2017/6/18"
"10001720","196090","1","2017/5/19","144","2017/5/19"
"10001721","114526","1","2017/6/24","332","2017/6/24"
"10001722","29920","2","2017/5/29","52","2017/5/29"
"10001723","178115","0","2017/5/29","141","2017/5/29"
"10001724","207593","0","2017/6/12","169","2017/6/12"
"10001725","38987","0","2017/6/6","80","2017/6/6"
"10001726","203273","0","2017/5/20","235","2017/5/20"
"10001727","54916","2","2017/5/15","69","2017/5/15"
"10001728","107742","2","2017/5/29","310","2017/5/29"
"10001729","232169","0","2017/5/21","196","2017/5/21"
"10001730","71015","0","2017/5/30","236","2017/5/30"
"10001731","239088","2","2017/6/24","335","2017/6/24"
"10001732","14696","2","2017/5/10","181","2017/5/10"
"10001733","3089","0","2017/6/5","50","2017/6/5"
"10001734","202661","2","2017/5/12","235","2017/5/12"
"10001735","127694","2","2017/6/6","186","2017/6/6"
"10001736","20280","2","2017/4/19","178","2017/4/19"
"10001737","170144","0","2017/5/13","343","2017/5/13"
"10001738","182404","2","2017/6/21","151","2017/6/21"
"10001739","81703","1","2017/4/21","101","2017/4/21"
"10001740","162782","0","2017/4/22","372","2017/4/22"
"10001741","14884","2","2017/4/19","458","2017/4/19"
"10001742","153655","1","2017/6/26","51","2017/6/26"
"10001743","232628","2","2017/6/17","85","2017/6/17"
"10001744","224756","2","2017/4/7","173","2017/4/7"
"10001745","176692","2","2017/5/7","117","2017/5/7"
"10001746","124525","2","2017/4/18","143","2017/4/18"
"10001747","106248","1","2017/4/2","121","2017/4/2"
"10001748","52196","2","2017/6/24","208","2017/6/24"
"10001749","241731","1","2017/6/7","219","2017/6/7"
"10001750","75168","1","2017/5/19","114","2017/5/19"
"10001751","178156","1","2017/4/2","268","2017/4/2"
"10001752","180328","0","2017/5/16","122","2017/5/16"
"10001753","56698","1","2017/4/27","120","2017/4/27"
"10001754","61451","2","2017/6/14","113","2017/6/14"
"10001755","140247","1","2017/5/31","58","2017/5/31"
"10001756","215859","2","2017/4/26","288","2017/4/26"
"10001757","86958","1","2017/5/10","104","2017/5/10"
"10001758","198194","2","2017/5/15","180","2017/5/15"
"10001759","61492","2","2017/4/2","234","2017/4/2"
"10001760","92161","0","2017/4/15","351","2017/4/15"
"10001761","86341","2","2017/5/16","214","2017/5/16"
"10001762","69828","1","2017/6/7","335","2017/6/7"
"10001763","17113","1","2017/6/20","131","2017/6/20"
"10001764","134597","2","2017/6/23","260","2017/6/23"
"10001765","131519","2","2017/6/13","347","2017/6/13"
"10001766","11546","0","2017/6/28","158","2017/6/28"
"10001767","211713","0","2017/4/22","100","2017/4/22"
"10001768","56971","2","2017/5/3","189","2017/5/3"
"10001769","30303","0","2017/6/28","165","2017/6/28"
"10001770","273875","2","2017/6/20","265","2017/6/20"
"10001771","235669","2","2017/4/16","67","2017/4/16"
"10001772","251776","1","2017/6/5","269","2017/6/5"
"10001773","135946","1","2017/4/12","68","2017/4/12"
"10001774","162266","2","2017/5/10","208","2017/5/10"
"10001775","262742","1","2017/6/17","327","2017/6/17"
"10001776","22693","2","2017/5/14","215","2017/5/14"
"10001777","222481","0","2017/6/15","228","2017/6/15"
"10001778","225162","2","2017/4/12","77","2017/4/12"
"10001779","87147","2","2017/5/5","217","2017/5/5"
"10001780","251198","2","2017/4/27","191","2017/4/27"
"10001781","272111","2","2017/5/20","77","2017/5/20"
"10001782","185200","1","2017/6/20","108","2017/6/20"
"10001783","247202","2","2017/6/20","124","2017/6/20"
"10001784","238992","1","2017/5/4","169","2017/5/4"
"10001785","278600","0","2017/6/30","113","2017/6/30"
"10001786","54142","2","2017/4/7","270","2017/4/7"
"10001787","69742","0","2017/5/26","317","2017/5/26"
"10001788","166272","2","2017/5/19","101","2017/5/19"
"10001789","202746","2","2017/6/28","146","2017/6/28"
"10001790","98728","2","2017/6/18","140","2017/6/18"
"10001791","273768","2","2017/5/26","163","2017/5/26"
"10001792","195590","1","2017/4/29","240","2017/4/29"
"10001793","194920","0","2017/5/16","76","2017/5/16"
"10001794","180637","2","2017/5/12","180","2017/5/12"
"10001795","121021","0","2017/4/11","223","2017/4/11"
"10001796","30292","2","2017/5/6","343","2017/5/6"
"10001797","138262","2","2017/4/7","210","2017/4/7"
"10001798","219731","2","2017/4/8","113","2017/4/8"
"10001799","182403","2","2017/5/17","83","2017/5/17"
"10001800","176126","1","2017/5/16","241","2017/5/16"
"10001801","40680","2","2017/6/5","80","2017/6/5"
"10001802","252128","0","2017/6/4","274","2017/6/4"
"10001803","103631","2","2017/6/21","204","2017/6/21"
"10001804","236716","2","2017/5/7","207","2017/5/7"
"10001805","80600","0","2017/6/9","400","2017/6/9"
"10001806","240456","2","2017/6/19","91","2017/6/19"
"10001807","204916","1","2017/5/9","140","2017/5/9"
"10001808","199703","0","2017/4/25","274","2017/4/25"
"10001809","23350","2","2017/4/30","60","2017/4/30"
"10001810","229420","2","2017/6/5","254","2017/6/5"
"10001811","227892","2","2017/6/11","95","2017/6/11"
"10001812","40980","1","2017/6/23","219","2017/6/23"
"10001813","140118","2","2017/4/19","311","2017/4/19"
"10001814","87334","2","2017/5/29","146","2017/5/29"
"10001815","186453","0","2017/5/28","309","2017/5/28"
"10001816","271514","2","2017/6/28","111","2017/6/28"
"10001817","250218","2","2017/4/25","394","2017/4/25"
"10001818","193607","2","2017/6/3","196","2017/6/3"
"10001819","62558","2","2017/5/1","318","2017/5/1"
"10001820","6300","2","2017/5/5","238","2017/5/5"
"10001821","111983","2","2017/6/8","262","2017/6/8"
"10001822","14593","1","2017/5/14","142","2017/5/14"
"10001823","126551","2","2017/4/9","215","2017/4/9"
"10001824","275484","2","2017/4/10","182","2017/4/10"
"10001825","52962","2","2017/6/7","160","2017/6/7"
"10001826","223309","2","2017/6/9","354","2017/6/9"
"10001827","25187","2","2017/4/5","216","2017/4/5"
"10001828","68029","2","2017/6/26","326","2017/6/26"
"10001829","229253","1","2017/5/13","125","2017/5/13"
"10001830","49222","2","2017/6/20","377","2017/6/20"
"10001831","156696","0","2017/4/2","120","2017/4/2"
"10001832","131528","2","2017/6/5","59","2017/6/5"
"10001833","17206","0","2017/6/23","378","2017/6/23"
"10001834","226880","2","2017/6/23","52","2017/6/23"
"10001835","175266","2","2017/6/15","177","2017/6/15"
"10001836","79670","2","2017/6/19","272","2017/6/19"
"10001837","156558","2","2017/6/30","146","2017/6/30"
"10001838","138551","2","2017/6/19","224","2017/6/19"
"10001839","57497","2","2017/4/15","328","2017/4/15"
"10001840","67375","0","2017/6/22","187","2017/6/22"
"10001841","166517","1","2017/5/11","80","2017/5/11"
"10001842","161044","1","2017/5/3","357","2017/5/3"
"10001843","178896","1","2017/6/23","360","2017/6/23"
"10001844","231755","1","2017/4/7","278","2017/4/7"
"10001845","141145","1","2017/6/5","138","2017/6/5"
"10001846","244927","2","2017/6/27","191","2017/6/27"
"10001847","29787","2","2017/5/18","143","2017/5/18"
"10001848","6736","2","2017/6/17","394","2017/6/17"
"10001849","104801","2","2017/6/3","164","2017/6/3"
"10001850","79033","2","2017/5/21","367","2017/5/21"
"10001851","238746","2","2017/5/3","58","2017/5/3"
"10001852","150801","0","2017/5/9","184","2017/5/9"
"10001853","226230","0","2017/5/23","82","2017/5/23"
"10001854","246608","0","2017/5/6","269","2017/5/6"
"10001855","164334","1","2017/6/30","400","2017/6/30"
"10001856","114845","1","2017/4/4","121","2017/4/4"
"10001857","35983","1","2017/4/29","88","2017/4/29"
"10001858","196069","2","2017/6/15","77","2017/6/15"
"10001859","204948","1","2017/4/30","127","2017/4/30"
"10001860","105406","1","2017/5/25","381","2017/5/25"
"10001861","193371","1","2017/5/9","177","2017/5/9"
"10001862","210635","2","2017/6/6","275","2017/6/6"
"10001863","175751","2","2017/4/5","189","2017/4/5"
"10001864","71702","2","2017/5/20","82","2017/5/20"
"10001865","100236","2","2017/6/27","213","2017/6/27"
"10001866","202451","0","2017/6/12","102","2017/6/12"
"10001867","113378","2","2017/4/17","139","2017/4/17"
"10001868","216864","0","2017/4/29","425","2017/4/29"
"10001869","34532","0","2017/5/26","127","2017/5/26"
"10001870","5831","0","2017/5/29","88","2017/5/29"
"10001871","237900","0","2017/5/26","371","2017/5/26"
"10001872","90628","2","2017/5/28","242","2017/5/28"
"10001873","198356","1","2017/4/27","94","2017/4/27"
"10001874","133159","2","2017/5/14","332","2017/5/14"
"10001875","156764","1","2017/5/17","173","2017/5/17"
"10001876","251415","2","2017/4/4","123","2017/4/4"
"10001877","72224","2","2017/4/10","298","2017/4/10"
"10001878","244841","2","2017/4/28","370","2017/4/28"
"10001879","164285","0","2017/5/25","104","2017/5/25"
"10001880","175018","0","2017/4/16","331","2017/4/16"
"10001881","148980","1","2017/6/24","298","2017/6/24"
"10001882","233127","1","2017/4/3","150","2017/4/3"
"10001883","77177","0","2017/5/13","307","2017/5/13"
"10001884","175756","1","2017/4/13","101","2017/4/13"
"10001885","5954","2","2017/4/14","143","2017/4/14"
"10001886","142299","1","2017/5/2","270","2017/5/2"
"10001887","149615","1","2017/5/19","187","2017/5/19"
"10001888","236725","2","2017/5/5","368","2017/5/5"
"10001889","2534","2","2017/5/23","144","2017/5/23"
"10001890","173466","2","2017/6/18","294","2017/6/18"
"10001891","256207","2","2017/6/3","108","2017/6/3"
"10001892","278596","0","2017/6/9","204","2017/6/9"
"10001893","191947","1","2017/6/22","374","2017/6/22"
"10001894","147363","2","2017/6/4","244","2017/6/4"
"10001895","166346","2","2017/4/14","108","2017/4/14"
"10001896","252506","1","2017/5/21","80","2017/5/21"
"10001897","211088","0","2017/6/3","196","2017/6/3"
"10001898","44063","2","2017/4/10","110","2017/4/10"
"10001899","226528","0","2017/6/25","198","2017/6/25"
"10001900","168789","2","2017/6/20","187","2017/6/20"
"10001901","28462","1","2017/5/31","340","2017/5/31"
"10001902","102404","2","2017/5/31","134","2017/5/31"
"10001903","207630","2","2017/6/9","154","2017/6/9"
"10001904","190435","0","2017/4/12","248","2017/4/12"
"10001905","89290","2","2017/6/28","450","2017/6/28"
"10001906","209004","2","2017/5/8","84","2017/5/8"
"10001907","39745","1","2017/6/30","187","2017/6/30"
"10001908","264600","2","2017/4/14","261","2017/4/14"
"10001909","72288","1","2017/6/21","68","2017/6/21"
"10001910","41004","2","2017/4/8","142","2017/4/8"
"10001911","40039","1","2017/4/18","244","2017/4/18"
"10001912","149022","2","2017/6/11","108","2017/6/11"
"10001913","109344","0","2017/4/25","100","2017/4/25"
"10001914","52631","2","2017/4/13","295","2017/4/13"
"10001915","201995","0","2017/5/7","104","2017/5/7"
"10001916","121424","1","2017/5/30","127","2017/5/30"
"10001917","117046","1","2017/4/15","245","2017/4/15"
"10001918","83819","1","2017/5/14","337","2017/5/14"
"10001919","211182","2","2017/6/17","132","2017/6/17"
"10001920","100250","0","2017/6/30","143","2017/6/30"
"10001921","208426","1","2017/6/18","146","2017/6/18"
"10001922","146997","0","2017/5/16","108","2017/5/16"
"10001923","117392","1","2017/4/9","430","2017/4/9"
"10001924","232103","2","2017/4/26","113","2017/4/26"
"10001925","58459","2","2017/6/20","115","2017/6/20"
"10001926","211501","2","2017/4/11","74","2017/4/11"
"10001927","178085","0","2017/4/3","173","2017/4/3"
"10001928","86727","2","2017/5/19","243","2017/5/19"
"10001929","215971","0","2017/5/29","200","2017/5/29"
"10001930","149899","2","2017/4/11","371","2017/4/11"
"10001931","180934","2","2017/4/30","215","2017/4/30"
"10001932","251164","1","2017/4/10","169","2017/4/10"
"10001933","264381","1","2017/4/2","186","2017/4/2"
"10001934","175527","2","2017/5/23","114","2017/5/23"
"10001935","232712","2","2017/5/16","478","2017/5/16"
"10001936","20918","2","2017/4/16","264","2017/4/16"
"10001937","221117","0","2017/5/7","320","2017/5/7"
"10001938","29719","0","2017/5/11","180","2017/5/11"
"10001939","94158","2","2017/6/9","52","2017/6/9"
"10001940","157879","2","2017/5/14","276","2017/5/14"
"10001941","170009","2","2017/6/23","390","2017/6/23"
"10001942","176214","1","2017/5/19","239","2017/5/19"
"10001943","63441","0","2017/6/29","132","2017/6/29"
"10001944","102851","1","2017/5/23","174","2017/5/23"
"10001945","77657","2","2017/5/30","279","2017/5/30"
"10001946","15322","1","2017/5/22","267","2017/5/22"
"10001947","214561","1","2017/4/26","117","2017/4/26"
"10001948","250157","0","2017/5/12","175","2017/5/12"
"10001949","196122","1","2017/4/10","113","2017/4/10"
"10001950","122984","2","2017/5/14","364","2017/5/14"
"10001951","47657","0","2017/4/27","337","2017/4/27"
"10001952","196032","2","2017/6/4","58","2017/6/4"
"10001953","54755","0","2017/4/7","245","2017/4/7"
"10001954","11948","0","2017/6/4","56","2017/6/4"
"10001955","151010","0","2017/6/17","384","2017/6/17"
"10001956","81890","0","2017/5/18","164","2017/5/18"
"10001957","121794","2","2017/4/10","113","2017/4/10"
"10001958","223879","2","2017/4/2","309","2017/4/2"
"10001959","98286","2","2017/6/9","409","2017/6/9"
"10001960","16889","1","2017/4/23","216","2017/4/23"
"10001961","30079","2","2017/5/7","181","2017/5/7"
"10001962","74324","2","2017/5/24","74","2017/5/24"
"10001963","71695","2","2017/5/25","448","2017/5/25"
"10001964","216022","2","2017/6/4","262","2017/6/4"
"10001965","185265","0","2017/6/27","177","2017/6/27"
"10001966","36757","2","2017/6/8","382","2017/6/8"
"10001967","166267","1","2017/5/2","215","2017/5/2"
"10001968","248361","2","2017/5/12","233","2017/5/12"
"10001969","74796","2","2017/4/20","290","2017/4/20"
"10001970","148777","2","2017/6/5","166","2017/6/5"
"10001971","140654","2","2017/5/25","238","2017/5/25"
"10001972","54620","0","2017/6/11","117","2017/6/11"
"10001973","10361","1","2017/5/20","328","2017/5/20"
"10001974","184406","1","2017/6/16","113","2017/6/16"
"10001975","74975","0","2017/6/15","364","2017/6/15"
"10001976","194274","2","2017/5/23","180","2017/5/23"
"10001977","189607","0","2017/6/8","316","2017/6/8"
"10001978","37746","0","2017/4/15","50","2017/4/15"
"10001979","253650","2","2017/5/18","194","2017/5/18"
"10001980","145173","1","2017/4/22","259","2017/4/22"
"10001981","169130","0","2017/5/30","229","2017/5/30"
"10001982","190344","2","2017/5/23","143","2017/5/23"
"10001983","204301","2","2017/4/4","213","2017/4/4"
"10001984","274256","0","2017/6/27","208","2017/6/27"
"10001985","101939","1","2017/5/4","126","2017/5/4"
"10001986","27179","2","2017/6/18","344","2017/6/18"
"10001987","127054","0","2017/4/28","164","2017/4/28"
"10001988","8205","2","2017/5/20","248","2017/5/20"
"10001989","76274","2","2017/4/30","253","2017/4/30"
"10001990","79019","2","2017/4/21","91","2017/4/21"
"10001991","36765","2","2017/4/15","138","2017/4/15"
"10001992","177692","2","2017/6/4","83","2017/6/4"
"10001993","2746","2","2017/5/16","221","2017/5/16"
"10001994","135975","0","2017/6/8","241","2017/6/8"
"10001995","168611","2","2017/5/30","157","2017/5/30"
"10001996","68119","0","2017/5/2","146","2017/5/2"
"10001997","111480","0","2017/6/23","347","2017/6/23"
"10001998","247803","0","2017/5/8","76","2017/5/8"
"10001999","150734","0","2017/6/26","203","2017/6/26"
"10002000","51075","2","2017/6/16","332","2017/6/16"
